index,Number of files,Execution time
8,AA,AB,AC,AD,AE,AF,AG,AH,AI,147.59154152870178
9,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,210.27789115905762
10,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,191.6627914905548
