index,folders,Execution time
0 ,AA,14.368101596832275
1 ,AA-AB,24.22187614440918
2 ,AA-AB-AC,30.686902046203613
3 ,AA-AB-AC-AD,44.12815237045288
4 ,AA-AB-AC-AD-AE,51.702122926712036
5 ,AA-AB-AC-AD-AE-AF,60.08282399177551
6 ,AA-AB-AC-AD-AE-AF-AG,83.88112020492554
7 ,AA-AB-AC-AD-AE-AF-AG-AH,230.83229637145996
8 ,AA-AB-AC-AD-AE-AF-AG-AH-AI,91.26373600959778
9 ,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ,99.85142946243286
10,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ-AK,106.46939373016357
