index,folders,Execution time
0,AA,19.320735692977905
1 ,AA-AB,31.322508096694946
2 ,AA-AB-AC,42.22275400161743
3 ,AA-AB-AC-AD,54.55630803108215
4 ,AA-AB-AC-AD-AE,67.73543691635132
5 ,AA-AB-AC-AD-AE-AF,97.6802351474762
6 ,AA-AB-AC-AD-AE-AF-AG,116.18792533874512
7 ,AA-AB-AC-AD-AE-AF-AG-AH,128.88608980178833
8 ,AA-AB-AC-AD-AE-AF-AG-AH-AI,117.95963287353516
9 ,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ,138.62758803367615
10,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ-AK,162.5515558719635
