index,folders,Execution time
0,AA,7.403883934020996
1,AA-AB,8.331298112869263
2,AA-AB-AC,9.176351308822632
3,AA-AB-AC-AD,10.323909044265747
4,AA-AB-AC-AD-AE,11.131795406341553
5,AA-AB-AC-AD-AE-AF,12.467957973480225
6,AA-AB-AC-AD-AE-AF-AG,13.487732410430908
7,AA-AB-AC-AD-AE-AF-AG-AH,14.547527313232422
8,AA-AB-AC-AD-AE-AF-AG-AH-AI,15.736477851867676
9,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ,16.95032501220703
10,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ-AK,17.287626266479492
