index,folders,Execution time
0,AA,8.287107229232788
1,AA-AB,10.579223155975342
2,AA-AB-AC,13.281086206436157
3,AA-AB-AC-AD,13.932614088058472
4,AA-AB-AC-AD-AE,16.026941299438477
5,AA-AB-AC-AD-AE-AF,17.55562949180603
6,AA-AB-AC-AD-AE-AF-AG,23.033989667892456
7,AA-AB-AC-AD-AE-AF-AG-AH,22.093801259994507
8,AA-AB-AC-AD-AE-AF-AG-AH-AI,24.225945711135864
9,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ,25.75850820541382
10,AA-AB-AC-AD-AE-AF-AG-AH-AI-AJ-AK,27.707854509353638
